name	sp	mother	block	poss	xcoord	ycoord	treat	mort	Sday	surv	date_dead	date_ab	wden	dden	sla	dia	Lday	Labs
D149	slep	SL_m_108	D	149	15.5	9	3	0	84	1	NA	31.08.2015	0.884052102	0.312208949	0.21142489	3.77	44	1
D150	ssmi	Ssmi_3A	D	150	16	9	6	0	84	1	NA	NA	1.037772087	0.44734315	0.216499088	4.82	84	0
D151	spar	Spar_1	D	151	16.5	9	9	0	84	1	NA	NA	0.973284442	0.433036494	0.169139912	4.28	84	0
D152	ssmi	Ssmi_19	D	152	17	9	9	0	84	1	NA	NA	1.023866615	0.450064128	0.205018076	6.85	84	0
D153	ptom	Pt_m_4	D	153	13.5	9.5	6	0	84	1	NA	15.09.2015	1.090196416	0.514558925	NA	3.95	59	1
D154	sjoh	8m_SJoh_9	D	154	14	9.5	18	1	32	0	19.08.2015	29.07.2015	NA	NA	NA	4.38	11	1
D155	pmal	Pmal_1_RDC	D	155	14.5	9.5	3	0	84	1	NA	20.09.2015	1.053035227	0.527362537	0.225519883	3.25	64	1
D156	ssem	SS	D	156	15	9.5	0	0	84	1	NA	NA	1.101491003	0.513213368	0.159190506	2.92	84	0
D157	sbec	SHOREABECCARINA_Sbec	D	157	15.5	9.5	18	0	84	1	NA	12.08.2015	0.549363697	0.478633624	NA	4.85	25	1
D158	spar	Sp_m_1	D	158	16	9.5	18	0	84	1	NA	23.07.2015	0.952719255	0.515801078	0.190580183	4.66	5	1
D159	slep	SL_m_108	D	159	16.5	9.5	21	0	84	1	NA	27.08.2015	0.464148716	0.384921806	NA	4.74	40	1
D160	spar	9Q_Spar_10	D	160	17	9.5	0	0	84	1	NA	NA	0.901044367	0.36234353	NA	4.18	84	0
E1	sxan	9K_Sxan_29	E	1	18	0	21	1	32	0	19.08.2015	08.08.2015	NA	NA	NA	3.64	21	1
E2	sxan	Sxan_3_RDC	E	2	18.5	0	9	1	42	0	29.08.2015	11.08.2015	NA	NA	NA	2.84	24	1
E3	pmal	Pmal_1_RDC	E	3	19	0	12	1	14	0	01.08.2015	07.08.2015	NA	NA	NA	4.87	20	1
E4	sjoh	S.Joh_m_7	E	4	19.5	0	18	0	84	1	NA	11.08.2015	0.990700034	0.522319919	0.178042013	4.49	24	1
E5	sxan	8L_Sxan_10	E	5	20	0	15	1	26	0	13.08.2015	04.08.2015	NA	NA	NA	3.78	17	1
E6	sjoh	8L_SJoh_50	E	6	20.5	0	9	0	84	1	NA	25.08.2015	0.997022148	0.479620324	0.148694428	3.66	38	1
E7	spar	9Q_Spar_10	E	7	21	0	21	1	31	0	18.08.2015	04.08.2015	NA	NA	NA	4.06	17	1
E8	ssem	SS	E	8	21.5	0	6	0	84	1	NA	01.09.2015	1.074651981	0.662689307	NA	3.68	45	1
E9	dry	DL_m_6	E	9	18	0.5	0	0	84	1	NA	NA	1.075419318	0.388201272	0.159190506	2.97	84	0
E10	spar	Sp_m_1	E	10	18.5	0.5	18	1	54	0	10.09.2015	17.08.2015	NA	NA	NA	4.47	30	1
E11	sjoh	ou_SJoh	E	11	19	0.5	18	1	32	0	19.08.2015	26.07.2015	NA	NA	NA	3.74	8	1
E12	sbec	SHOREABECCARINA_Sbec	E	12	19.5	0.5	15	0	84	1	NA	29.07.2015	0.816115063	0.546087225	NA	5.81	11	1
E13	sxan	ou_sxan_2	E	13	20	0.5	6	0	84	1	NA	NA	0.706318681	0.601373626	0.186637145	2.65	84	0
E14	ssem	SS	E	14	20.5	0.5	9	0	84	1	NA	NA	1.112938596	0.607236842	NA	3.98	84	0
E15	pmal	Pmal_Tawau	E	15	21	0.5	0	0	84	1	NA	NA	1.002913974	0.49790954	0.2081722	4.23	84	0
E16	spar	SP_m_7	E	16	21.5	0.5	21	1	51	0	07.09.2015	04.08.2015	NA	NA	NA	2.89	17	1
E17	ptom	All_Ptom_4	E	17	18	1	18	1	32	0	19.08.2015	01.08.2015	NA	NA	NA	3	14	1
E18	ssmi	Ssmi_5	E	18	18.5	1	3	0	84	1	NA	31.07.2015	1.040397045	0.410357033	0.187933236	4.28	13	1
E19	sbec	SHOREABECCARINA_Sbec	E	19	19	1	12	1	54	0	10.09.2015	12.08.2015	NA	NA	NA	3.69	25	1
E20	ssem	SS	E	20	19.5	1	6	0	84	1	NA	NA	1.140358678	0.560545428	0.159190506	3.31	84	0
E21	slep	8P_Slep_4	E	21	20	1	6	0	84	1	NA	18.08.2015	0.921409515	0.416629613	NA	4.73	31	1
E22	sbec	Sbec_Sfr	E	22	20.5	1	6	0	84	1	NA	16.08.2015	0.872236671	0.575747724	NA	3.96	29	1
E23	sjoh	8L_SJoh_50	E	23	21	1	21	1	26	0	13.08.2015	04.08.2015	NA	NA	NA	3.71	17	1
E24	sjoh	8m_SJoh_7	E	24	21.5	1	9	0	84	1	NA	29.08.2015	0.976903727	0.442030643	NA	2.98	42	1
E25	slep	SL_maliau	E	25	18	1.5	0	0	84	1	NA	17.08.2015	0.85215816	0.354206049	NA	4.05	30	1
E26	slep	SL_m_72	E	26	18.5	1.5	3	1	58	0	14.09.2015	28.08.2015	0.600421243	0.492402588	NA	4.21	41	1
E27	pmal	8L_Pmal_9	E	27	19	1.5	18	1	34	0	21.08.2015	02.08.2015	NA	NA	NA	4.56	15	1
E28	ptom	Ptom_1_RDC	E	28	19.5	1.5	0	0	84	1	NA	NA	1.057094017	0.637606838	0.132011639	2.63	84	0
E29	spar	Spar_1	E	29	20	1.5	9	0	84	1	NA	NA	1.031618225	0.411822467	0.185358808	4.52	84	0
E30	slep	SL_m_108	E	30	20.5	1.5	3	0	84	1	NA	22.08.2015	0.851245403	0.397002706	0.214780841	4.23	35	1
E31	spar	Sp_m_6	E	31	21	1.5	12	1	37	0	24.08.2015	11.08.2015	NA	NA	NA	3.98	24	1
E32	ssmi	Ssmi_Tawau	E	32	21.5	1.5	15	0	84	1	NA	31.08.2015	0.974812433	0.347726229	0.143948862	5.6	44	1
E33	ptom	Ptom_3	E	33	18	2	12	0	84	1	NA	NA	1.022543149	0.467535517	NA	4.88	84	0
E34	dry	Dl_m_4	E	34	18.5	2	21	0	84	1	NA	NA	1.094552502	0.544403682	NA	5.8	84	0
E35	ssem	Ssem_ou	E	35	19	2	18	0	84	1	NA	25.08.2015	1.078511459	0.674381666	0.180415906	3.5	38	1
E36	spar	SP_m_7	E	36	19.5	2	0	0	84	1	NA	25.07.2015	0.936078431	0.487843137	0.165014549	2.08	7	1
E37	sbec	Sbec_Sfr	E	37	20	2	9	1	55	0	11.09.2015	01.09.2015	NA	NA	0.152035876	3.24	45	1
E38	dry	Dl_m_4	E	38	20.5	2	6	0	84	1	NA	NA	1.109328539	0.520918332	0.150346589	4.89	84	0
E39	ssmi	Ssmi_19	E	39	21	2	15	1	35	0	22.08.2015	31.07.2015	NA	NA	NA	4.64	13	1
E40	dry	DL_m_6	E	40	21.5	2	3	0	84	1	NA	NA	1.115664715	0.512209053	NA	3.42	84	0
E41	pmal	Pm_m_4	E	41	18	2.5	18	1	39	0	26.08.2015	07.08.2015	NA	NA	NA	3.96	20	1
E42	sbec	Sbec_Sfr	E	42	18.5	2.5	3	0	84	1	NA	NA	1.005039831	0.615672248	0.133972208	4.14	84	0
E43	sjoh	ou_SJoh_23A	E	43	19	2.5	3	0	84	1	NA	NA	0.886686009	0.419890393	NA	3.71	84	0
E44	ssem	SS	E	44	19.5	2.5	18	1	32	0	19.08.2015	04.08.2015	NA	NA	NA	2.56	17	1
E45	sxan	Sxan_1	E	45	20	2.5	0	0	84	1	NA	NA	1.045331651	0.538662581	0.174596039	4.58	84	0
E46	spar	Sp_m_6	E	46	20.5	2.5	12	0	84	1	NA	15.09.2015	0.804797643	0.37090552	NA	4.19	59	1
E47	slep	SL_maliau	E	47	21	2.5	12	0	84	1	NA	NA	0.983992257	0.339587521	0.250577648	4.28	84	0
E48	sxan	9K_Sxan_29	E	48	21.5	2.5	18	1	42	0	29.08.2015	11.08.2015	NA	NA	NA	3.01	24	1
E49	slep	SL_m_72	E	49	18	3	15	1	39	0	26.08.2015	25.08.2015	0.974809253	0.486738525	NA	4.07	38	1
E50	sbec	Sbec_Sfr	E	50	18.5	3	21	1	70	0	26.09.2015	29.07.2015	NA	NA	NA	3.78	11	1
E51	sbec	SHOREABECCARINA_Sbec	E	51	19	3	18	0	84	1	NA	24.07.2015	0.585265164	0.496665608	NA	2.84	6	1
E52	slep	12I_Slep_3	E	52	19.5	3	12	0	84	1	NA	NA	1.00120958	0.426417224	0.214780841	5.26	84	0
E53	sxan	8L_Sxan_10	E	53	20	3	3	0	84	1	NA	10.08.2015	1.022180451	0.709586466	0.124424763	3.56	23	1
E54	ssem	SS	E	54	20.5	3	0	0	84	1	NA	NA	1.046640755	0.709605775	0.26531751	2.01	84	0
E55	ssem	SS	E	55	21	3	15	1	42	0	29.08.2015	25.08.2015	NA	NA	NA	3.37	38	1
E56	slep	12H_Slep_8	E	56	21.5	3	15	0	84	1	NA	NA	0.9305391	0.361004147	0.2081722	5.12	84	0
E57	spar	Sp_m_6	E	57	18	3.5	15	0	84	1	NA	28.07.2015	0.708129285	0.576722168	NA	4.52	10	1
E58	sjoh	8m_SJoh_7	E	58	18.5	3.5	12	0	84	1	NA	30.07.2015	0.927709152	0.439781022	NA	4.01	12	1
E59	spar	Sp_m_1	E	59	19	3.5	15	1	14	0	01.08.2015	01.09.2015	NA	NA	NA	4.06	45	1
E60	dry	DL_m_1	E	60	19.5	3.5	18	0	84	1	NA	NA	1.087846154	0.458307692	0.145496699	5.17	84	0
E61	ssem	SS	E	61	20	3.5	3	0	84	1	NA	07.09.2015	1.149247312	0.659784946	0.175729779	3.28	51	1
E62	ptom	9I_Ptom_5	E	62	20.5	3.5	9	0	84	1	NA	NA	1.06037001	0.469522882	0.214780841	5.31	84	0
E63	dry	DL_m_3	E	63	21	3.5	18	0	84	1	NA	NA	1.125014854	0.587284611	0.180415906	4.67	84	0
E64	ptom	Ptom_1_RDC	E	64	21.5	3.5	9	0	84	1	NA	28.08.2015	1.037792442	0.49470106	NA	4.33	41	1
E65	sbec	Sbec_Sfr	E	65	18	4	15	1	38	0	25.08.2015	17.08.2015	NA	NA	NA	3.69	30	1
E66	sxan	8m_Sxan_3	E	66	18.5	4	12	1	26	0	13.08.2015	11.08.2015	NA	NA	NA	3.47	24	1
E67	dry	DL_m_1	E	67	19	4	3	0	84	1	NA	NA	1.090021512	0.477742843	0.130107625	5.71	84	0
E68	sjoh	8m_SJoh_9	E	68	19.5	4	21	1	37	0	24.08.2015	11.08.2015	NA	NA	NA	4.48	24	1
E69	dry	DL_m_7	E	69	20	4	6	0	84	1	NA	NA	1.090104403	0.504690573	0.148694428	5.5	84	0
E70	sxan	Sxan_1	E	70	20.5	4	12	1	35	0	22.08.2015	16.08.2015	NA	NA	NA	4.68	29	1
E71	ssmi	Ssmi_4	E	71	21	4	21	1	40	0	27.08.2015	27.07.2015	NA	NA	NA	5.25	9	1
E72	ssmi	Ssmi_m_2	E	72	21.5	4	3	0	84	1	NA	NA	1.052747067	0.464089797	0.165014549	4.19	84	0
E73	sbec	SHOREABECCARINA_Sbec	E	73	18	4.5	18	0	84	1	NA	NA	1.01368241	0.462044468	0.187933236	5.1	84	0
E74	ptom	Ptom_4	E	74	18.5	4.5	6	0	84	1	NA	NA	1.059082954	0.44879244	0.187933236	5.02	84	0
E75	sjoh	SJ_m_4	E	75	19	4.5	0	0	84	1	NA	NA	0.963016796	0.449612403	0.201958104	4.93	84	0
E76	dry	DL_Tawau	E	76	19.5	4.5	9	0	84	1	NA	NA	1.116107097	0.532341691	0.137605352	4.1	84	0
E77	ssmi	Ssmi_19	E	77	20	4.5	18	1	66	0	22.09.2015	01.09.2015	NA	NA	NA	4.89	45	1
E78	ptom	Pt_m_2	E	78	20.5	4.5	0	0	84	1	NA	NA	1.110929611	0.753638254	0.175729779	3.58	84	0
E79	pmal	Pmal_Tawau	E	79	21	4.5	9	0	84	1	NA	25.08.2015	NA	NA	NA	4.02	38	1
E80	ptom	Pt_m_5	E	80	21.5	4.5	21	1	53	0	09.09.2015	08.08.2015	0.636730925	0.521066605	NA	4.77	21	1
E81	ptom	Ptom_2_RDC	E	81	18	5	3	1	69	0	25.09.2015	NA	1.084151056	0.539894935	0.221822836	3.87	84	0
E82	ssem	SS	E	82	18.5	5	12	0	84	1	NA	11.08.2015	1.137241839	0.699755718	NA	3.67	24	1
E83	dry	DL_m_3	E	83	19	5	12	0	84	1	NA	NA	1.119208456	0.480092188	0.140949927	4.54	84	0
E84	sjoh	SJ_m_10	E	84	19.5	5	6	0	84	1	NA	NA	0.98236372	0.495648191	0.180415906	3.37	84	0
E85	ssmi	9H_Ssmi_4	E	85	20	5	6	0	84	1	NA	16.08.2015	1.017169959	0.362670349	0.183473803	5.28	29	1
E86	sjoh	SJ_m_6	E	86	20.5	5	6	0	84	1	NA	27.07.2015	0.977998952	0.447983237	0.154642206	4.17	9	1
E87	sbec	SHOREABECCARINA_Sbec	E	87	21	5	0	0	84	1	NA	NA	1.030850263	0.396388262	0.145496699	4.5	84	0
E88	pmal	8L_Pmal_9	E	88	21.5	5	21	1	34	0	21.08.2015	26.07.2015	NA	NA	NA	4.36	8	1
E89	pmal	Pm_m_6	E	89	18	5.5	15	0	84	1	NA	07.09.2015	1.097126969	0.645412419	NA	3.45	51	1
E90	sbec	SHOREABECCARINA_Sbec	E	90	18.5	5.5	3	0	84	1	NA	NA	1.055845942	0.496928015	0.152464146	4.41	84	0
E91	ptom	9J_Ptom_14	E	91	19	5.5	21	1	40	0	27.08.2015	29.07.2015	NA	NA	NA	4.09	11	1
E92	pmal	9L_Pmal_9	E	92	19.5	5.5	0	0	84	1	NA	NA	1.021242866	0.503170577	0.193302757	2.73	84	0
E93	sjoh	8m_SJoh_6	E	93	20	5.5	12	0	84	1	NA	19.08.2015	0.95308642	0.460356653	NA	4.28	32	1
E94	sxan	9K_Sxan_2	E	94	20.5	5.5	0	0	84	1	NA	NA	1.065591544	0.570266974	0.125871563	2.99	84	0
E95	pmal	Pm_m_3	E	95	21	5.5	3	0	84	1	NA	NA	1.11385862	0.622101146	NA	3.95	84	0
E96	slep	Slep_1	E	96	21.5	5.5	9	0	84	1	NA	21.09.2015	0.968647696	0.524301184	NA	4.23	65	1
E97	pmal	Pm_m_4	E	97	18	6	21	0	84	1	NA	28.07.2015	0.54961705	0.624209124	NA	3.62	10	1
E98	pmal	Pmal_m_2	E	98	18.5	6	9	0	84	1	NA	10.08.2015	0.984845108	0.502340094	NA	3.38	23	1
E99	dry	DL_m_7	E	99	19	6	12	0	84	1	NA	NA	1.093820365	0.520015011	0.117662548	5.52	84	0
E100	ssmi	Ssmi_4	E	100	19.5	6	9	0	84	1	NA	08.08.2015	0.996996195	0.327481477	NA	6.4	21	1
E101	ptom	8L_Ptom_6	E	101	20	6	15	1	47	0	03.09.2015	19.08.2015	NA	NA	NA	3.74	32	1
E102	ssem	SS	E	102	20.5	6	9	0	84	1	NA	25.08.2015	1.151084518	0.740463725	NA	2.81	38	1
E103	ssmi	Ssmi_Tawau	E	103	21	6	18	1	48	0	04.09.2015	20.08.2015	NA	NA	NA	6.04	33	1
E104	pmal	Pmal_m_1	E	104	21.5	6	12	0	84	1	NA	NA	1.019419924	0.554602774	NA	4.17	84	0
E105	slep	8P_Slep_4	E	105	18	6.5	18	0	84	1	NA	22.09.2015	0.916405842	0.389540949	NA	4.5	66	1
E106	sxan	9K_Sxan_2	E	106	18.5	6.5	18	1	32	0	19.08.2015	04.08.2015	NA	NA	NA	2.96	17	1
E107	ptom	Ptom_m_3	E	107	19	6.5	6	0	84	1	NA	01.09.2015	1.026400515	0.542176433	0.177458269	3.94	45	1
E108	ssem	SS	E	108	19.5	6.5	12	0	84	1	NA	NA	1.253399668	0.799004975	NA	3.17	84	0
E109	slep	SL_m_108	E	109	20	6.5	21	0	84	1	NA	29.07.2015	0.796111309	0.383160899	NA	3.87	11	1
E110	dry	DL_m_1	E	110	20.5	6.5	21	0	84	1	NA	NA	1.101229896	0.464443393	0.126459748	5.64	84	0
E111	sbec	SHOREABECCARINA_Sbec	E	111	21	6.5	21	1	15	0	02.08.2015	03.08.2015	NA	NA	NA	3.99	16	1
E112	ssmi	Ssmi_3A	E	112	21.5	6.5	12	0	84	1	NA	02.08.2015	1.060847039	0.376468462	0.163026422	4.06	15	1
E113	ssem	Ssem_ou	E	113	18	7	15	0	84	1	NA	25.08.2015	0.92883587	0.770464829	NA	3.34	38	1
E114	pmal	8_m_Pmal_8	E	114	18.5	7	15	1	35	0	22.08.2015	30.07.2015	NA	NA	NA	3.24	12	1
E115	sbec	SHOREABECCARINA_Sbec	E	115	19	7	0	0	84	1	NA	NA	1.032246311	0.450719621	0.159190506	3.91	84	0
E116	spar	SP_m_5	E	116	19.5	7	0	0	84	1	NA	25.08.2015	0.916884247	0.453002611	0.171280924	4.36	38	1
E117	ssmi	Ssmi_Tawau	E	117	20	7	6	0	84	1	NA	NA	1.042238364	0.347928437	0.221822836	4.82	84	0
E118	sjoh	8m_SJoh_6	E	118	20.5	7	0	0	84	1	NA	21.08.2015	0.914165608	0.406784632	NA	4.57	34	1
E119	slep	8P_Slep_4	E	119	21	7	0	0	84	1	NA	06.10.2015	0.880199667	0.243800016	NA	4.73	80	1
E120	dry	DL_m_2	E	120	21.5	7	0	0	84	1	NA	NA	1.056343427	0.458183212	0.13531193	5.58	84	0
E121	dry	DL_m_2	E	121	18	7.5	15	0	84	1	NA	14.09.2015	1.104715762	0.507105943	0.114671127	5.42	58	1
E122	sjoh	ou_SJoh_23A	E	122	18.5	7.5	15	1	20	0	07.08.2015	05.08.2015	NA	NA	NA	3.7	18	1
E123	ptom	Ptom_1_RDC	E	123	19	7.5	15	1	59	0	15.09.2015	25.08.2015	NA	NA	NA	3.46	38	1
E124	sxan	8m_Sxan_3	E	124	19.5	7.5	6	0	84	1	NA	NA	0.858109741	0.602368866	NA	3.87	84	0
E125	slep	8Q_Slep_4	E	125	20	7.5	18	1	67	0	23.09.2015	19.08.2015	0.541355037	0.460844699	NA	3.2	32	1
E126	sjoh	8L_SJoh_50	E	126	20.5	7.5	3	0	84	1	NA	28.08.2015	1.010181917	0.460358403	0.173476833	3.18	41	1
E127	sjoh	8m_SJoh_7	E	127	21	7.5	15	0	84	1	NA	13.08.2015	0.673868883	0.572668513	NA	4.34	26	1
E128	ssem	SS	E	128	21.5	7.5	21	1	40	0	27.08.2015	31.07.2015	NA	NA	NA	3.47	13	1
E129	ssmi	Ssmi_m_2	E	129	18	8	21	0	84	1	NA	NA	0.492616559	0.423759748	NA	4.58	84	0
E130	ssem	SS	E	130	18.5	8	21	1	69	0	25.09.2015	31.07.2015	0.759332954	0.664771651	NA	4.39	13	1
E131	sbec	SHOREABECCARINA_Sbec	E	131	19	8	6	0	84	1	NA	04.08.2015	1.218972002	0.924362725	NA	3.47	17	1
E132	slep	12I_Slep_3	E	132	19.5	8	21	0	84	1	NA	NA	0.881180919	0.326425247	0.218245048	5.01	84	0
E133	sxan	8n_Sxan	E	133	20	8	21	1	41	0	28.08.2015	04.08.2015	NA	NA	NA	3.14	17	1
E134	sxan	Sxan_1_RDC	E	134	20.5	8	15	1	27	0	14.08.2015	05.08.2015	NA	NA	NA	3.77	18	1
E135	ssmi	Ssmi_Tawau	E	135	21	8	12	0	84	1	NA	25.08.2015	0.943065418	0.351787846	0.190580183	5.34	38	1
E136	pmal	9j_Pmal_1	E	136	21.5	8	6	0	84	1	NA	NA	1.081689599	0.577311652	0.193302757	4.3	84	0
E137	spar	9P_Spar_2	E	137	18	8.5	18	1	26	0	13.08.2015	25.07.2015	0.480336006	0.40015273	NA	2.88	7	1
E138	dry	DL_m_7	E	138	18.5	8.5	9	0	84	1	NA	NA	1.104713894	0.509153622	0.140949927	5.06	84	0
E139	sbec	Sbec_Sfr	E	139	19	8.5	12	1	69	0	25.09.2015	06.08.2015	0.645744331	0.344396977	NA	3.53	19	1
E140	spar	9P_Spar_2	E	140	19.5	8.5	3	0	84	1	NA	11.08.2015	0.90576536	0.393867645	NA	3.44	24	1
E141	ssem	SS	E	141	20	8.5	0	0	84	1	NA	NA	1.089649477	0.490732244	0.175729779	3.77	84	0
E142	sxan	8L_Sxan_10	E	142	20.5	8.5	9	0	84	1	NA	NA	0.931234466	0.665285833	NA	3.42	84	0
E143	pmal	Pm_m_5	E	143	21	8.5	6	0	84	1	NA	31.08.2015	0.968977132	0.459404361	0.180415906	4.59	44	1
E144	sxan	8n_Sxan	E	144	21.5	8.5	3	1	81	0	07.10.2015	01.09.2015	0.638223004	0.542555531	NA	3.55	45	1
E145	slep	SL_m_114	E	145	18	9	9	0	84	1	NA	06.08.2015	0.924950682	0.364954113	0.165014549	3.88	19	1
E146	spar	SP_m_7	E	146	18.5	9	6	0	84	1	NA	22.09.2015	0.931317371	0.398645426	0.175729779	4.07	66	1
E147	ssmi	Ssmi_5	E	147	19	9	0	0	84	1	NA	NA	0.944418165	0.410517187	0.2081722	6.01	84	0
E148	spar	SP_m_5	E	148	19.5	9	9	0	84	1	NA	31.08.2015	1.043021511	0.470735368	0.196104246	3.03	44	1
E149	dry	DL_m_3	E	149	20	9	15	0	84	1	NA	NA	1.114067657	0.527021452	0.159190506	4.31	84	0
E150	ssem	SS	E	150	20.5	9	3	0	84	1	NA	29.08.2015	1.112147134	0.624037639	0.178042013	2.19	42	1
E151	slep	9P_Slep_2	E	151	21	9	6	0	84	1	NA	06.10.2015	1.004840445	0.47651488	0.221822836	3.26	80	1
E152	spar	9Q_Spar_10	E	152	21.5	9	6	0	84	1	NA	NA	0.981491562	0.507348938	NA	3.51	84	0
E153	ptom	9I_Ptom_5	E	153	18	9.5	18	1	41	0	28.08.2015	27.07.2015	NA	NA	NA	3.71	9	1
E154	ptom	Ptom_4	E	154	18.5	9.5	12	0	84	1	NA	NA	1.110202631	0.498637279	0.2081722	4.06	84	0
E155	spar	Sp_m_3	E	155	19	9.5	3	0	84	1	NA	NA	0.95935787	0.193735317	0.185358808	4.25	84	0
E156	ssmi	Ssmi_4	E	156	19.5	9.5	0	0	84	1	NA	24.07.2015	0.997520661	0.45892562	0.148694428	5	6	1
E157	pmal	9L_Pmal_9	E	157	20	9.5	3	0	84	1	NA	12.08.2015	1.027000794	0.489985	NA	4.16	25	1
E158	ssmi	Ssmi_5	E	158	20.5	9.5	9	0	84	1	NA	NA	1.03323575	0.399001205	0.214780841	5.54	84	0
E159	ptom	9I_Ptom_5	E	159	21	9.5	3	0	84	1	NA	17.08.2015	1.05972642	0.423174805	NA	3.85	30	1
E160	sbec	Sbec_Sfr	E	160	21.5	9.5	9	0	84	1	NA	08.08.2015	0.718268359	0.604714415	NA	4.82	21	1
